post_id,scratch_time,post_time,content,image,poster,poster_id,poster_url,repost_num,comment_num,repost_post_id
3.77758E+15,2014/11/17 10:30,2014/11/16 16:45,爆美来袭独家实拍质量看的见招微信代理一件代发专卖国际品牌名鞋品质赢得市场诚信赚得人心V信：asicshoesQQ:1835832094南航油价京东阿里巴巴iphone5广州车展爆仓李大霄苏宁华强北商城百元哥被打世界最穷总统捡手机求约会,http://tp1.sinaimg.cn/2364770064/50/22844411852/1,新百伦商城,2364770064,http://weibo.com/527loveyou,0,0,
3.77762E+15,2014/11/17 15:45,2014/11/16 19:58,【奥汀羽酵素反馈】效果不好也不会卖这么好。正常吃饭，不用节食，不用运动，健康绿色没有副作用。奥汀羽就是这么棒。西游记申请吉尼斯百元哥被打了李夏怡李秀贤“金三顺”妈妈去世世界最穷总统皮肤长指甲我们结婚了中国梦之声2015春运购票日历,http://tp3.sinaimg.cn/2346769694/50/5704078058/0,孚禾静静_,2346769694,http://weibo.com/206445959,0,0,
3.77762E+15,2014/11/17 20:08,2014/11/16 19:58,我有话说【世界最穷总统拒绝酋长高价收购其老旧座驾】共产党员？http://t.cn/RzvUwBM,http://tp2.sinaimg.cn/2747799853/50/0/1,IT经济学,2747799853,http://weibo.com/u/2747799853,0,0,
3.77762E+15,2014/11/17 20:08,2014/11/16 19:57,【蚕丝皂】吸附黑头的能力一级棒，清洁不选它是你没眼光[撇嘴][撇嘴]西游记申请吉尼斯百元哥被打了李夏怡李秀贤“金三顺”妈妈去世世界最穷总统皮肤长指甲我们结婚了中国梦之声2015春运购票日历,http://tp3.sinaimg.cn/2346769694/50/5704078058/0,孚禾静静_,2346769694,http://weibo.com/206445959,0,0,
3.77762E+15,2014/11/17 20:09,2014/11/16 19:57,我活得很好！//【世界最穷总统拒绝酋长高价收购其老旧座驾】http://t.cn/RzvUwDk,http://tp2.sinaimg.cn/5136475477/50/0/1,很久很久58172,5136475477,http://weibo.com/u/5136475477,0,0,
3.77762E+15,2014/11/17 20:09,2014/11/16 19:56,世界最穷总统,http://tp2.sinaimg.cn/1726423357/50/5710258162/0,KathyTCFL,1726423357,http://weibo.com/kathysohappy,0,0,
3.77762E+15,2014/11/17 20:09,2014/11/16 19:54,世界最穷总统【脸部保养大全】去黑头、祛斑、去痘、去眼袋、美白、嫩肤、控油，全方位脸部保养。赶快学学吧！在学之前必须要先了解自己的肌肤哦，这是个专业的免费的形象测试http://t.cn/R7r7yiI,http://tp1.sinaimg.cn/5268474684/50/5707915326/0,anneMyGirl藏,5268474684,http://weibo.com/u/5268474684,0,0,
3.77762E+15,2014/11/17 20:09,2014/11/16 19:54,【连发一禾三生反馈】好东西就是卖出去一个就会有一个完全满意的反馈。头发好到让人羡慕西游记申请吉尼斯百元哥被打了李夏怡李秀贤“金三顺”妈妈去世世界最穷总统皮肤长指甲我们结婚了中国梦之声2015春运购票日历,http://tp3.sinaimg.cn/2346769694/50/5704078058/0,孚禾静静_,2346769694,http://weibo.com/206445959,0,0,
3.77762E+15,2014/11/17 20:09,2014/11/16 19:54,致敬……世界最穷总统拒绝卖车致富|世界最穷总统拒绝酋长高价收购其老旧座驾,http://tp2.sinaimg.cn/1797345277/50/5706784637/1,Mean-Joe,1797345277,http://weibo.com/meanjoe,0,0,
3.77762E+15,2014/11/17 20:09,2014/11/16 19:53,史上最牛请假条号称世界上最穷的总统,http://tp4.sinaimg.cn/3050493423/50/5706245879/1,狮子吉普赛,3050493423,http://weibo.com/u/3050493423,0,0,
3.77762E+15,2014/11/17 20:09,2014/11/16 19:53,【一禾三生反馈】用一次头发顺了，坚持使用，发质问题全没了。从头美到脚，女神就要无懈可击。西游记申请吉尼斯百元哥被打了李夏怡李秀贤“金三顺”妈妈去世世界最穷总统皮肤长指甲我们结婚了中国梦之声2015春运购票日历,http://tp3.sinaimg.cn/2346769694/50/5704078058/0,孚禾静静_,2346769694,http://weibo.com/206445959,0,0,
3.77762E+15,2014/11/17 20:09,2014/11/16 19:52,世界最穷总统住板房保镖仅两名警察和一条狗（图）_新闻频道_中国青年网http://t.cn/RzPZybo,http://tp3.sinaimg.cn/1069269842/50/22856602192/1,bjrkh2004,1069269842,http://weibo.com/u/1069269842,0,0,
3.77762E+15,2014/11/17 20:09,2014/11/16 19:52,世界最穷总统亲吻女人9大部位的不同感受,http://tp2.sinaimg.cn/5374107737/50/5711078953/0,王姐来这了,5374107737,http://weibo.com/u/5374107737,0,1,
3.77762E+15,2014/11/17 20:09,2014/11/16 19:52,【奥汀羽酵素暴力反馈】十月中旬到现在瘦了16斤，从小胖子逆袭到女神的完美身材。一开始没瘦的别担心，体质不一样，坚持一疗程瘦的让你不要不要的。西游记申请吉尼斯百元哥被打了李夏怡李秀贤“金三顺”妈妈去世世界最穷总统皮肤长指甲我们结婚了中国梦之声2015春运购票日历,http://tp3.sinaimg.cn/2346769694/50/5704078058/0,孚禾静静_,2346769694,http://weibo.com/206445959,0,0,
3.77762E+15,2014/11/17 20:09,2014/11/16 19:52,俺向他致以崇高的敬意！！！//【世界最穷总统拒绝酋长高价收购其老旧座驾】http://t.cn/RzvUwDk,http://tp3.sinaimg.cn/5244986046/50/0/1,用户5244986046,5244986046,http://weibo.com/u/5244986046,0,0,
3.77762E+15,2014/11/17 20:10,2014/11/16 19:51,【奥汀羽酵素】[再见]一个疗程12斤，不能好好玩耍了西游记申请吉尼斯百元哥被打了李夏怡李秀贤“金三顺”妈妈去世世界最穷总统皮肤长指甲我们结婚了中国梦之声2015春运购票日历西游记申请吉尼斯纪录百元哥被打了李夏怡李秀贤金三顺妈妈去世世界最穷总统皮肤长指甲我们结婚了,http://tp3.sinaimg.cn/2346769694/50/5704078058/0,孚禾静静_,2346769694,http://weibo.com/206445959,0,0,
3.77762E+15,2014/11/17 20:10,2014/11/16 19:50,世界最穷总统拒绝卖车致富|世界最穷总统拒绝酋长高价收购其老旧座驾,http://tp3.sinaimg.cn/5356008450/50/0/1,用户5356008450,5356008450,http://weibo.com/u/5356008450,0,0,
3.77762E+15,2014/11/17 20:10,2014/11/16 19:49,世界最穷总统住板房保镖仅两名警察和一条狗（图）！http://t.cn/Rzvn3xM,http://tp4.sinaimg.cn/1949663391/50/5635863672/1,小嘴明天看新闻,1949663391,http://weibo.com/u/1949663391,0,0,
3.77762E+15,2014/11/17 20:10,2014/11/16 19:47,好总统!看看我们的官老爷，一个村干部都比他富!//【世界最穷总统拒绝酋长高价收购其老旧座驾】http://http://t.cn/RzvUwDw,http://tp2.sinaimg.cn/44164213/50/0/1,战刀-骑士,44164213,http://weibo.com/uc44164213,0,0,
3.77762E+15,2014/11/17 20:10,2014/11/16 19:47,世界最穷总统【脸部保养大全】去黑头、祛斑、去痘、去眼袋、美白、嫩肤、控油，全方位脸部保养。赶快学学吧！在学之前必须要先了解自己的肌肤哦，这是个专业的免费的形象测试http://t.cn/R7r7yiI,http://tp1.sinaimg.cn/5268474684/50/5707915326/0,anneMyGirl藏,5268474684,http://weibo.com/u/5268474684,0,0,
3.77765E+15,2014/11/17 21:58,2014/11/16 21:25,百元哥被打，近三顺妈妈，李夏怡李秀贤，世界最穷总统是谁？,http://tp3.sinaimg.cn/5085868082/50/40060787007/0,她人之梦sunshine,5085868082,http://weibo.com/u/5085868082,0,0,
3.77765E+15,2014/11/18 4:42,2014/11/16 21:24,请问他穷在哪里？//【世界最穷总统拒绝酋长高价收购其老旧座驾】http://t.cn/RzvUwDk,http://tp1.sinaimg.cn/5223894020/50/0/1,用户5223894020,5223894020,http://weibo.com/u/5223894020,0,0,
3.77765E+15,2014/11/18 4:42,2014/11/16 21:24,世界最穷总统拒绝卖车致富|世界最穷总统拒绝酋长高价收购其老旧座驾,http://tp3.sinaimg.cn/5138811486/50/5710336723/1,hjhjyuyufgh78518,5138811486,http://weibo.com/u/5138811486,0,0,
3.77765E+15,2014/11/18 4:47,2014/11/16 21:23,【蚕丝面膜皂*珂蜜丝全能修复乳液】从开学用到现在，痘痘神奇的基本消失了。现在这个看脸的时代，男生也都拼了西游记申请吉尼斯百元哥被打了李夏怡李秀贤“金三顺”妈妈去世世界最穷总统皮肤长指甲我们结婚了中国梦之声2015春运购票日历九把刀柯震东大大澳洲行,http://tp3.sinaimg.cn/2346769694/50/5704078058/0,孚禾静静_,2346769694,http://weibo.com/206445959,0,0,
3.77764E+15,2014/11/18 9:04,2014/11/16 21:23,我觉得金钱不是衡量一个人富有的唯一标准！真心希望我们的领导也能如此！//【世界最穷总统拒绝酋长高价收购其老旧座驾】http://t.cn/RzvUwDk,http://tp2.sinaimg.cn/1280539161/50/0/1,guo101234,1280539161,http://weibo.com/u/1280539161,0,0,
3.77764E+15,2014/11/18 9:04,2014/11/16 21:22,哈哈，没有经济头脑，的总统，国家怎么富有！都学朝鲜吧//【世界最穷总统拒绝酋长高价收购其老旧座驾】http://http://t.cn/RzvUwDw,http://tp3.sinaimg.cn/2141864234/50/0/1,秋风起时亦飘零48540,2141864234,http://weibo.com/u/2141864234,0,0,
3.77764E+15,2014/11/18 9:05,2014/11/16 21:19,觉得他很富有，精神财产，并不是空口白话，希望您长命百岁，无病无灾，//【世界最穷总统拒绝酋长高价收购其老旧座驾】http://t.cn/RzvUwDk,http://tp4.sinaimg.cn/2015577187/50/5699861964/1,国际猴,2015577187,http://weibo.com/u/2015577187,0,0,
3.77764E+15,2014/11/18 9:48,2014/11/16 21:19,世界最穷总统拒绝卖车致富|世界最穷总统拒绝酋长高价收购其老旧座驾,http://tp1.sinaimg.cn/5124670120/50/5706245065/1,亚辉90499,5124670120,http://weibo.com/u/5124670120,0,0,
3.77764E+15,2014/11/18 9:52,2014/11/16 21:19,发表了博文《乌拉圭总统何塞・穆希卡世界上最穷的总统》“最穷总统”拒绝高价卖“旧车”　　一些中东富豪素有收藏豪车的癖好，对于绝版的劳斯莱斯，或是定制版“布加迪”，哪怕已经名车有主，中东富豪们也不惜用重金http://t.cn/RzPUgy3,http://tp2.sinaimg.cn/2115802477/50/0/1,一101,2115802477,http://weibo.com/u/2115802477,0,0,
3.77764E+15,2014/11/18 9:53,2014/11/16 21:18,说出了重点……心富和钱富，那个才是真正的富？//新浪网友:其实他是最富有的总统！//【世界最穷总统拒绝酋长高价收购其老旧座驾】http://t.cn/RzvUwDk,http://tp3.sinaimg.cn/1487256502/50/5633968341/1,窜撒呀布拉格,1487256502,http://weibo.com/u/1487256502,0,0,
3.77764E+15,2014/11/18 15:10,2014/11/16 21:18,人民公仆！//【世界最穷总统拒绝酋长高价收购其老旧座驾】http://t.cn/RzvUwDk,http://tp2.sinaimg.cn/1929305865/50/5654353334/1,redashuaicheng,1929305865,http://weibo.com/u/1929305865,0,0,
3.77764E+15,2014/11/18 22:50,2014/11/16 21:17,世界最穷总统拒绝卖车致富|世界最穷总统拒绝酋长高价收购其老旧座驾,http://tp2.sinaimg.cn/3298283065/50/5684118981/1,社会上奇葩多了,3298283065,http://weibo.com/u/3298283065,0,0,
3.77779E+15,2014/11/19 11:41,2014/11/17 6:52,世界最穷总统拒绝卖车致富|世界最穷总统拒绝酋长高价收购其老旧座驾,http://tp2.sinaimg.cn/2798446425/50/0/1,百事可乐2798446425,2798446425,http://weibo.com/u/2798446425,0,0,
3.77778E+15,2014/11/19 11:42,2014/11/17 6:38,"世界最穷总统世界最穷总统2014-11-1706点更新视频下载地址,在线视频http://t.cn/zRKIWvu",http://tp2.sinaimg.cn/1846749997/50/40038075586/1,最新影视推荐,1846749997,http://weibo.com/fm107dianying,0,0,
3.77778E+15,2014/11/19 14:03,2014/11/17 6:33,世界最穷总统住板房保镖仅两名警察和一条狗（图）_新闻频道_中国青年网http://t.cn/RzPpF3w,http://tp4.sinaimg.cn/5281501167/50/40066736284/1,潘凤才,5281501167,http://weibo.com/u/5281501167,1,0,
